#NumNodes NumBases UnitTravelTime RespThreshold
70 4.50 10.50 0.010824
71 4.50 11.50 0.007363
72 4.50 12.50 0.004486
73 4.50 13.50 0.002449
74 4.50 14.50 0.001197
75 5.50 0.50 0.001110
76 5.50 1.50 0.002271
77 5.50 2.50 0.004161
78 5.50 3.50 0.006828
79 5.50 4.50 0.010038
80 5.50 5.50 0.013218
81 5.50 6.50 0.015592
82 5.50 7.50 0.016474
83 5.50 8.50 0.015592
84 5.50 9.50 0.013218
85 5.50 10.50 0.010038
86 5.50 11.50 0.006828
87 5.50 12.50 0.004161
88 5.50 13.50 0.002271
89 5.50 14.50 0.001110
90 6.50 0.50 0.001018
91 6.50 1.50 0.002082
92 6.50 2.50 0.003814
93 6.50 3.50 0.006259
94 6.50 4.50 0.009202
95 6.50 5.50 0.012117
96 6.50 6.50 0.014293
97 6.50 7.50 0.015101
98 6.50 8.50 0.014293
99 6.50 9.50 0.012117
100 6.50 10.50 0.009202
101 6.50 11.50 0.006259
102 6.50 12.50 0.003814
103 6.50 13.50 0.002082
104 6.50 14.50 0.001018
105 7.50 0.50 0.000979
106 7.50 1.50 0.002002
107 7.50 2.50 0.003668
108 7.50 3.50 0.006020
109 7.50 4.50 0.008850
110 7.50 5.50 0.011654
111 7.50 6.50 0.013747
112 7.50 7.50 0.014525
113 7.50 8.50 0.013747
114 7.50 9.50 0.011654
115 7.50 10.50 0.008850
116 7.50 11.50 0.006020
117 7.50 12.50 0.003668
118 7.50 13.50 0.002002
119 7.50 14.50 0.000979
120 8.50 0.50 0.001018
121 8.50 1.50 0.002082
122 8.50 2.50 0.003814
123 8.50 3.50 0.006259
124 8.50 4.50 0.009202
125 8.50 5.50 0.012117
126 8.50 6.50 0.014293
127 8.50 7.50 0.015101
128 8.50 8.50 0.014293
129 8.50 9.50 0.012117
130 8.50 10.50 0.009202
131 8.50 11.50 0.006259
132 8.50 12.50 0.003814
133 8.50 13.50 0.002082
134 8.50 14.50 0.001018
135 9.50 0.50 0.001110
136 9.50 1.50 0.002271
137 9.50 2.50 0.004161
138 9.50 3.50 0.006828
139 9.50 4.50 0.010038
140 9.50 5.50 0.013218
141 9.50 6.50 0.015592
142 9.50 7.50 0.016474
143 9.50 8.50 0.015592
144 9.50 9.50 0.013218
145 9.50 10.50 0.010038
146 9.50 11.50 0.006828
147 9.50 12.50 0.004161
148 9.50 13.50 0.002271
149 9.50 14.50 0.001110
150 10.50 0.50 0.001197
151 10.50 1.50 0.002449
152 10.50 2.50 0.004486
153 10.50 3.50 0.007363
154 10.50 4.50 0.010824
155 10.50 5.50 0.014253
156 10.50 6.50 0.016812
157 10.50 7.50 0.017764
158 10.50 8.50 0.016812
159 10.50 9.50 0.014253
160 10.50 10.50 0.010824
161 10.50 11.50 0.007363
162 10.50 12.50 0.004486
163 10.50 13.50 0.002449
164 10.50 14.50 0.001197
165 11.50 0.50 0.001216
166 11.50 1.50 0.002487
167 11.50 2.50 0.004556
168 11.50 3.50 0.007477
169 11.50 4.50 0.010991
170 11.50 5.50 0.014474
171 11.50 6.50 0.017072
172 11.50 7.50 0.018038
173 11.50 8.50 0.017072
174 11.50 9.50 0.014474
175 11.50 10.50 0.010991
176 11.50 11.50 0.007477
177 11.50 12.50 0.004556
178 11.50 13.50 0.002487
179 11.50 14.50 0.001216
180 12.50 0.50 0.001131
181 12.50 1.50 0.002314
182 12.50 2.50 0.004239
183 12.50 3.50 0.006958
184 12.50 4.50 0.010228
185 12.50 5.50 0.013468
186 12.50 6.50 0.015887
187 12.50 7.50 0.016786
188 12.50 8.50 0.015887
189 12.50 9.50 0.013468
190 12.50 10.50 0.010228
191 12.50 11.50 0.006958
192 12.50 12.50 0.004239
193 12.50 13.50 0.002314
194 12.50 14.50 0.001131
195 13.50 0.50 0.000952
196 13.50 1.50 0.001948
197 13.50 2.50 0.003569
198 13.50 3.50 0.005857
199 13.50 4.50 0.008610
200 13.50 5.50 0.011338
201 13.50 6.50 0.013373
202 13.50 7.50 0.014130
203 13.50 8.50 0.013373
204 13.50 9.50 0.011338
205 13.50 10.50 0.008610
206 13.50 11.50 0.005857
207 13.50 12.50 0.003569
208 13.50 13.50 0.001948
209 13.50 14.50 0.000952
210 14.50 0.50 0.000721
211 14.50 1.50 0.001475
212 14.50 2.50 0.002702
213 14.50 3.50 0.004435
214 14.50 4.50 0.006519
215 14.50 5.50 0.008584
216 14.50 6.50 0.010126
217 14.50 7.50 0.010699
218 14.50 8.50 0.010126
219 14.50 9.50 0.008584
220 14.50 10.50 0.006519
221 14.50 11.50 0.004435
222 14.50 12.50 0.002702
223 14.50 13.50 0.001475
224 14.50 14.50 0.000721
#Bases: x y NumAmbs
0 1.50 10.50 1
1 5.50 10.50 1
2 9.50 10.50 1
3 13.50 10.50 1
4 0.50 7.50 0
5 3.50 7.50 1
6 7.50 7.50 0
7 11.50 7.50 1
8 14.50 7.50 0
9 1.50 4.50 1
10 5.50 4.50 1
11 9.50 4.50 1
12 13.50 4.50 1
