<<<<<<< HEAD
<<<<<<< HEAD
#NumNodes NumBases UnitTravelTime RespThreshold
142 9.50 7.50 0.038681
143 9.50 8.50 0.036337
144 9.50 9.50 0.035711
145 9.50 10.50 0.037954
146 9.50 11.50 0.036705
147 9.50 12.50 0.026891
148 9.50 13.50 0.013657
149 9.50 14.50 0.004662
150 10.50 0.50 0.024219
151 10.50 1.50 0.046624
152 10.50 2.50 0.059869
153 10.50 3.50 0.053512
154 10.50 4.50 0.037954
155 10.50 5.50 0.028027
156 10.50 6.50 0.025461
157 10.50 7.50 0.025461
158 10.50 8.50 0.028027
159 10.50 9.50 0.037954
160 10.50 10.50 0.053512
161 10.50 11.50 0.059869
162 10.50 12.50 0.046624
163 10.50 13.50 0.024219
164 10.50 14.50 0.008286
165 11.50 0.50 0.029401
166 11.50 1.50 0.056206
167 11.50 2.50 0.070750
168 11.50 3.50 0.059869
169 11.50 4.50 0.036705
170 11.50 5.50 0.020580
171 11.50 6.50 0.014984
172 11.50 7.50 0.014984
173 11.50 8.50 0.020580
174 11.50 9.50 0.036705
175 11.50 10.50 0.059869
176 11.50 11.50 0.070750
177 11.50 12.50 0.056206
178 11.50 13.50 0.029401
179 11.50 14.50 0.010066
180 12.50 0.50 0.023574
181 12.50 1.50 0.044960
182 12.50 2.50 0.056206
183 12.50 3.50 0.046624
184 12.50 4.50 0.026891
185 12.50 5.50 0.012858
186 12.50 6.50 0.007698
187 12.50 7.50 0.007698
188 12.50 8.50 0.012858
189 12.50 9.50 0.026891
190 12.50 10.50 0.046624
191 12.50 11.50 0.056206
192 12.50 12.50 0.044960
193 12.50 13.50 0.023574
194 12.50 14.50 0.008073
195 13.50 0.50 0.012371
196 13.50 1.50 0.023574
197 13.50 2.50 0.029401
198 13.50 3.50 0.024219
199 13.50 4.50 0.013657
200 13.50 5.50 0.006095
201 13.50 6.50 0.003267
202 13.50 7.50 0.003267
203 13.50 8.50 0.006095
204 13.50 9.50 0.013657
205 13.50 10.50 0.024219
206 13.50 11.50 0.029401
207 13.50 12.50 0.023574
208 13.50 13.50 0.012371
209 13.50 14.50 0.004236
210 14.50 0.50 0.004236
211 14.50 1.50 0.008073
212 14.50 2.50 0.010066
213 14.50 3.50 0.008286
214 14.50 4.50 0.004662
215 14.50 5.50 0.002066
216 14.50 6.50 0.001094
217 14.50 7.50 0.001094
218 14.50 8.50 0.002066
219 14.50 9.50 0.004662
220 14.50 10.50 0.008286
221 14.50 11.50 0.010066
222 14.50 12.50 0.008073
223 14.50 13.50 0.004236
224 14.50 14.50 0.001451
<<<<<<< HEAD
<<<<<<< HEAD
#Bases: x y NumAmbs
=======
#Bases
>>>>>>> 286f77c... Continuous coordinates
=======
#Bases: x y NumAmbs
>>>>>>> a1261b4... New home for eta and v
0 1.50 13.50 0
1 4.50 13.50 0
2 7.50 13.50 0
3 10.50 13.50 1
4 13.50 13.50 0
5 1.50 10.50 0
6 4.50 10.50 1
7 7.50 10.50 0
8 10.50 10.50 0
9 13.50 10.50 0
10 1.50 7.50 0
11 4.50 7.50 0
12 7.50 7.50 1
13 10.50 7.50 0
14 13.50 7.50 0
15 1.50 4.50 0
16 4.50 4.50 1
17 7.50 4.50 0
18 10.50 4.50 1
19 13.50 4.50 0
20 1.50 1.50 0
21 4.50 1.50 0
22 7.50 1.50 0
23 10.50 1.50 0
24 13.50 1.50 0
