<<<<<<< HEAD
#NumNodes NumBases UnitTravelTime RespThreshold
116 7.50 11.50 0.007106
117 7.50 12.50 0.003492
118 7.50 13.50 0.001465
119 7.50 14.50 0.000525
120 8.50 0.50 0.000485
121 8.50 1.50 0.001354
122 8.50 2.50 0.003227
123 8.50 3.50 0.006566
124 8.50 4.50 0.011411
125 8.50 5.50 0.016934
126 8.50 6.50 0.021458
127 8.50 7.50 0.023221
128 8.50 8.50 0.021458
129 8.50 9.50 0.016934
130 8.50 10.50 0.011411
131 8.50 11.50 0.006566
132 8.50 12.50 0.003227
133 8.50 13.50 0.001354
134 8.50 14.50 0.000485
135 9.50 0.50 0.000383
136 9.50 1.50 0.001068
137 9.50 2.50 0.002546
138 9.50 3.50 0.005182
139 9.50 4.50 0.009005
140 9.50 5.50 0.013363
141 9.50 6.50 0.016934
142 9.50 7.50 0.018325
143 9.50 8.50 0.016934
144 9.50 9.50 0.013363
145 9.50 10.50 0.009005
146 9.50 11.50 0.005182
147 9.50 12.50 0.002546
148 9.50 13.50 0.001068
149 9.50 14.50 0.000383
150 10.50 0.50 0.000258
151 10.50 1.50 0.000720
152 10.50 2.50 0.001716
153 10.50 3.50 0.003492
154 10.50 4.50 0.006068
155 10.50 5.50 0.009005
156 10.50 6.50 0.011411
157 10.50 7.50 0.012348
158 10.50 8.50 0.011411
159 10.50 9.50 0.009005
160 10.50 10.50 0.006068
161 10.50 11.50 0.003492
162 10.50 12.50 0.001716
163 10.50 13.50 0.000720
164 10.50 14.50 0.000258
165 11.50 0.50 0.000148
166 11.50 1.50 0.000414
167 11.50 2.50 0.000987
168 11.50 3.50 0.002009
169 11.50 4.50 0.003492
170 11.50 5.50 0.005182
171 11.50 6.50 0.006566
172 11.50 7.50 0.007106
173 11.50 8.50 0.006566
174 11.50 9.50 0.005182
175 11.50 10.50 0.003492
176 11.50 11.50 0.002009
177 11.50 12.50 0.000987
178 11.50 13.50 0.000414
179 11.50 14.50 0.000148
180 12.50 0.50 0.000073
181 12.50 1.50 0.000204
182 12.50 2.50 0.000485
183 12.50 3.50 0.000987
184 12.50 4.50 0.001716
185 12.50 5.50 0.002546
186 12.50 6.50 0.003227
187 12.50 7.50 0.003492
188 12.50 8.50 0.003227
189 12.50 9.50 0.002546
190 12.50 10.50 0.001716
191 12.50 11.50 0.000987
192 12.50 12.50 0.000485
193 12.50 13.50 0.000204
194 12.50 14.50 0.000073
195 13.50 0.50 0.000031
196 13.50 1.50 0.000085
197 13.50 2.50 0.000204
198 13.50 3.50 0.000414
199 13.50 4.50 0.000720
200 13.50 5.50 0.001068
201 13.50 6.50 0.001354
202 13.50 7.50 0.001465
203 13.50 8.50 0.001354
204 13.50 9.50 0.001068
205 13.50 10.50 0.000720
206 13.50 11.50 0.000414
207 13.50 12.50 0.000204
208 13.50 13.50 0.000085
209 13.50 14.50 0.000031
210 14.50 0.50 0.000011
211 14.50 1.50 0.000031
212 14.50 2.50 0.000073
213 14.50 3.50 0.000148
214 14.50 4.50 0.000258
215 14.50 5.50 0.000383
216 14.50 6.50 0.000485
217 14.50 7.50 0.000525
218 14.50 8.50 0.000485
219 14.50 9.50 0.000383
220 14.50 10.50 0.000258
221 14.50 11.50 0.000148
222 14.50 12.50 0.000073
223 14.50 13.50 0.000031
224 14.50 14.50 0.000011
<<<<<<< HEAD
#Bases: x y NumAmbs
=======
#Bases
>>>>>>> 286f77c... Continuous coordinates
0 4.50 10.50 0
1 7.50 10.50 0
2 10.50 10.50 2
3 6.00 9.00 0
4 7.50 9.00 0
5 9.00 9.00 0
6 6.75 8.25 0
7 7.50 8.25 0
8 8.25 8.25 0
9 4.50 7.50 0
10 6.00 7.50 0
11 6.75 7.50 0
12 7.50 7.50 2
13 8.25 7.50 0
14 9.00 7.50 0
15 10.50 7.50 0
16 6.75 6.75 0
17 7.50 6.75 0
18 8.25 6.75 2
19 6.00 6.00 0
20 7.50 6.00 0
21 9.00 6.00 0
22 4.50 4.50 2
23 7.50 4.50 0
24 10.50 4.50 2
